n_total,n_train,n_val,n_test,holdout_assay,test_mae,test_rmse,test_r2,best_max_depth,best_learning_rate,best_subsample,best_colsample_bytree,best_reg_lambda,best_iteration
15476,12750,2632,94,garbinski2023_exp.csv,0.23139651119709015,0.28183040022850037,0.05129119567951179,6,0.05,0.8,0.8,2.0,774
